customer_id,customer_name,segment,region,state,city,first_order_date,last_order_date,total_orders,total_revenue,total_profit,customer_ltv,customer_type
DC-13285,Debra Catini,Consumer,Central,Minnesota,Cottage Grove,2014-12-29,2017-12-07,5,1174.618,132.06820000000002,1174.618,repeat
DD-13570,Dorothy Dickinson,Consumer,Central,Texas,Houston,2014-03-31,2017-11-19,6,269.542,36.4344,269.542,repeat
DE-13255,Deanra Eno,Home Office,East,Ohio,Springfield,2014-08-22,2016-01-11,5,2550.874,464.47139999999996,2550.874,repeat
DF-13135,David Flashing,Consumer,West,California,Vallejo,2014-10-04,2016-01-30,3,2390.534,-259.3097,2390.534,repeat
DG-13300,Deirdre Greer,Corporate,East,Pennsylvania,Philadelphia,2014-11-01,2017-11-28,5,3195.818,562.7761,3195.818,repeat
DH-13075,Dave Hallsten,Corporate,South,Kentucky,Richmond,2014-11-21,2017-03-28,6,4932.872,1193.7404,4932.872,repeat
DH-13675,Duane Huffman,Home Office,East,Massachusetts,Quincy,2014-08-12,2015-11-15,4,1043.096,116.667,1043.096,repeat
DJ-13420,Denny Joy,Corporate,South,Georgia,Warner Robins,2014-12-08,2016-04-02,4,2012.52,483.03499999999997,2012.52,repeat
DJ-13510,Don Jones,Corporate,South,Tennessee,Murfreesboro,2014-08-17,2017-11-12,8,2501.6879999999996,345.2521,2501.6879999999996,repeat
DJ-13630,Doug Jacobs,Consumer,East,New York,New York City,2015-12-14,2017-12-18,3,3356.398,731.5644,3356.398,repeat
DK-12835,Damala Kotsonis,Corporate,West,California,Salinas,2014-03-26,2017-12-09,12,3256.48,881.1228000000001,3256.48,repeat
DK-12895,Dana Kaydos,Consumer,Central,Wisconsin,Kenosha,2015-03-08,2017-11-15,5,4282.176,937.6496,4282.176,repeat
DK-12985,Darren Koutras,Consumer,South,Kentucky,Henderson,2014-11-24,2017-12-23,5,1687.04,-107.35379999999998,1687.04,repeat
DK-13090,Dave Kipp,Consumer,West,Washington,Seattle,2015-03-02,2017-11-18,7,2650.557,536.3935,2650.557,repeat
DK-13150,David Kendrick,Corporate,Central,Illinois,Decatur,2014-12-05,2017-12-20,2,797.832,249.9447,797.832,repeat
DK-13225,Dean Katz,Corporate,East,Pennsylvania,Philadelphia,2014-03-14,2017-12-20,9,4802.394,209.89940000000004,4802.394,repeat
DK-13375,Dennis Kane,Consumer,East,Ohio,Marion,2014-09-07,2017-12-11,8,3318.486,377.0799,3318.486,repeat
DL-12865,Dan Lawera,Consumer,East,Ohio,Cincinnati,2014-06-29,2017-09-21,8,1503.112,322.2449,1503.112,repeat
DL-12925,Daniel Lacy,Consumer,West,California,Oceanside,2014-09-09,2017-11-03,6,3272.2,4.213200000000029,3272.2,repeat
DL-13315,Delfina Latchford,Consumer,East,New York,New York City,2014-01-16,2017-12-08,8,1458.258,288.8732,1458.258,repeat
DL-13330,Denise Leinenbach,Consumer,West,New Mexico,Las Cruces,2014-06-23,2017-11-03,4,585.02,222.6812,585.02,repeat
DL-13495,Dionis Lloyd,Corporate,West,California,San Francisco,2015-12-25,2017-10-15,8,3539.322,-52.78799999999997,3539.322,repeat
DM-12955,Dario Medina,Corporate,Central,Michigan,Lincoln Park,2014-09-30,2017-09-07,7,1322.034,108.7583,1322.034,repeat
DM-13015,Darrin Martin,Consumer,West,California,Encinitas,2014-09-14,2017-11-03,7,6345.103,1677.3931,6345.103,repeat
DM-13345,Denise Monton,Corporate,South,Georgia,Roswell,2014-11-03,2017-12-08,8,4074.4719999999998,1319.0586,4074.4719999999998,repeat
DM-13525,Don Miller,Corporate,Central,Texas,Houston,2014-07-05,2016-09-05,3,1376.792,199.7688,1376.792,repeat
DN-13690,Duane Noonan,Consumer,West,California,San Francisco,2014-09-20,2017-05-27,7,2139.79,540.5405000000001,2139.79,repeat
DO-13435,Denny Ordway,Consumer,South,Florida,Pembroke Pines,2014-10-03,2017-08-19,9,1300.0315,-38.90860000000001,1300.0315,repeat
DO-13645,Doug O'Connell,Consumer,West,California,Los Angeles,2015-11-07,2017-12-04,7,1267.316,294.0676,1267.316,repeat
DP-13000,Darren Powers,Consumer,Central,Indiana,New Albany,2014-01-03,2017-08-26,9,1050.636,241.4524,1050.636,repeat
DP-13105,Dave Poirier,Corporate,West,California,Salinas,2015-08-22,2017-12-24,8,2215.002,563.1761,2215.002,repeat
DP-13165,David Philippe,Consumer,East,New York,New York City,2014-12-02,2015-10-10,2,1058.616,-40.93759999999999,1058.616,repeat
DP-13390,Dennis Pardue,Home Office,Central,Illinois,Peoria,2014-07-05,2017-01-06,9,5480.723999999999,1571.8318,5480.723999999999,repeat
DR-12880,Dan Reichenbach,Corporate,Central,Illinois,Chicago,2015-09-25,2017-12-27,9,6528.034000000001,1641.8613,6528.034000000001,repeat
DR-12940,Daniel Raglin,Home Office,East,Massachusetts,Franklin,2014-03-28,2017-11-10,8,8350.868,2869.0759999999996,8350.868,repeat
DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,2014-07-09,2017-09-28,4,1762.213,193.3319,1762.213,repeat
DS-13180,David Smith,Corporate,Central,Michigan,Detroit,2014-04-28,2017-12-07,9,2881.8128,163.6993,2881.8128,repeat
DV-13045,Darrin Van Huff,Corporate,West,California,Los Angeles,2016-06-12,2017-12-11,5,1119.483,-427.184,1119.483,repeat
DV-13465,Dianna Vittorini,Consumer,West,Colorado,Denver,2014-06-22,2017-12-01,6,3341.587,353.2127,3341.587,repeat
DW-13195,David Wiener,Corporate,Central,Texas,Houston,2014-01-18,2017-10-22,6,1080.751,-86.87379999999999,1080.751,repeat
DW-13480,Dianna Wilson,Home Office,Central,Minnesota,Lakeville,2014-06-01,2017-05-27,5,5271.628,1348.7556,5271.628,repeat
DW-13540,Don Weiss,Consumer,West,Washington,Seattle,2016-02-27,2017-09-23,5,344.08,69.6672,344.08,repeat
DW-13585,Dorothy Wardle,Corporate,East,Ohio,Columbus,2014-08-24,2017-05-02,7,1204.854,-266.8966,1204.854,repeat
Dl-13600,Dorris liebe,Corporate,Central,Texas,Pasadena,2014-03-30,2017-09-02,5,755.602,175.2388,755.602,repeat
Dp-13240,Dean percer,Home Office,West,Utah,Murray,2014-05-26,2017-10-07,11,7198.7609999999995,333.36479999999995,7198.7609999999995,repeat
EA-14035,Erin Ashbrook,Corporate,South,North Carolina,Charlotte,2014-09-13,2017-07-31,13,2846.705,-52.74059999999998,2846.705,repeat
EB-13705,Ed Braxton,Corporate,East,Ohio,Akron,2014-07-08,2017-11-12,9,3644.978,13.621500000000005,3644.978,repeat
EB-13750,Edward Becker,Corporate,West,Washington,Seattle,2015-03-12,2017-11-25,10,3236.314,-80.28599999999999,3236.314,repeat
EB-13840,Ellis Ballard,Corporate,West,Washington,Seattle,2014-05-30,2017-10-01,5,4358.128,656.1988,4358.128,repeat
EB-13870,Emily Burns,Consumer,West,Utah,Orem,2014-05-05,2017-09-21,10,2767.219,261.5315,2767.219,repeat
EB-13930,Eric Barreto,Consumer,West,California,San Francisco,2014-02-02,2017-07-22,5,944.6000000000001,0.6042000000000058,944.6000000000001,repeat
EB-13975,Erica Bern,Corporate,West,California,Fairfield,2016-01-04,2017-12-30,4,1643.255,162.8781,1643.255,repeat
EB-14110,Eugene Barchas,Consumer,East,Pennsylvania,Philadelphia,2015-04-13,2017-09-08,6,3071.126,184.7656,3071.126,repeat
EB-14170,Evan Bailliet,Consumer,South,North Carolina,Wilmington,2014-09-29,2017-10-09,6,1186.326,282.1701,1186.326,repeat
EC-14050,Erin Creighton,Consumer,East,New York,New York City,2014-12-17,2017-11-07,5,461.914,96.4256,461.914,repeat
ED-13885,Emily Ducich,Home Office,West,California,San Diego,2014-08-09,2017-08-17,8,3484.92,670.4435000000001,3484.92,repeat
EG-13900,Emily Grady,Consumer,East,New York,Oceanside,2015-11-02,2017-12-08,5,1832.02,104.2656,1832.02,repeat
EH-13765,Edward Hooks,Corporate,East,New York,Watertown,2014-04-12,2017-08-17,12,10310.880000000001,1393.5154,10310.880000000001,repeat
EH-13945,Eric Hoffmann,Consumer,West,California,Los Angeles,2014-07-02,2017-05-27,8,684.1709999999999,53.53980000000001,684.1709999999999,repeat
EH-13990,Erica Hackney,Consumer,South,Georgia,Roswell,2014-01-15,2016-11-20,6,825.9499999999999,150.3759,825.9499999999999,repeat
EH-14005,Erica Hernandez,Home Office,West,Colorado,Denver,2014-05-13,2017-12-28,7,1219.53,-94.14079999999997,1219.53,repeat
EH-14125,Eugene Hildebrand,Home Office,Central,Illinois,Aurora,2014-10-19,2017-07-31,10,3082.653,96.27019999999999,3082.653,repeat
EH-14185,Evan Henry,Consumer,South,Alabama,Decatur,2014-05-22,2017-09-16,6,923.884,242.1107,923.884,repeat
EJ-13720,Ed Jacobs,Consumer,West,California,San Diego,2014-01-27,2017-03-03,4,2162.174,387.0176,2162.174,repeat
EJ-14155,Eva Jacobs,Consumer,South,Mississippi,Gulfport,2014-03-03,2017-11-03,5,2656.691,451.87550000000005,2656.691,repeat
EK-13795,Eileen Kiefer,Home Office,West,California,Santa Ana,2014-03-18,2017-11-16,4,1303.478,97.10659999999999,1303.478,repeat
EL-13735,Ed Ludwig,Home Office,East,Maryland,Columbia,2016-04-22,2017-10-14,2,124.28,27.1154,124.28,repeat
EM-13810,Eleni McCrary,Corporate,West,California,Los Angeles,2015-06-07,2017-08-20,5,2567.0099999999998,-133.8275,2567.0099999999998,repeat
EM-13825,Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,2014-12-02,2017-11-05,8,2339.598,682.5541999999999,2339.598,repeat
EM-13960,Eric Murdock,Consumer,East,Pennsylvania,Philadelphia,2015-10-01,2017-08-01,5,933.704,102.29599999999999,933.704,repeat
EM-14065,Erin Mull,Consumer,East,New York,New York City,2014-07-22,2017-11-13,4,228.99,40.15459999999999,228.99,repeat
EM-14095,Eudokia Martin,Corporate,West,California,Los Angeles,2015-08-07,2017-09-08,4,1041.0420000000001,240.2362,1041.0420000000001,repeat
EM-14140,Eugene Moren,Home Office,West,Arizona,Glendale,2014-07-19,2017-11-12,6,4588.436000000001,1319.3655,4588.436000000001,repeat
EM-14200,Evan Minnotte,Home Office,South,Virginia,Virginia Beach,2015-12-20,2017-07-25,3,366.822,21.7721,366.822,repeat
EN-13780,Edward Nazzal,Consumer,East,New York,New York City,2015-05-30,2017-03-18,4,2199.366,496.1131,2199.366,repeat
EP-13915,Emily Phan,Consumer,Central,Illinois,Chicago,2014-07-06,2017-12-18,17,5478.0608,144.9578,5478.0608,repeat
ER-13855,Elpida Rittenbach,Corporate,Central,Minnesota,Saint Paul,2015-12-21,2016-11-04,3,1245.788,-295.7398,1245.788,repeat
ES-14020,Erica Smith,Consumer,West,California,San Francisco,2014-09-20,2017-11-20,5,3510.4579999999996,1003.2935,3510.4579999999996,repeat
ES-14080,Erin Smith,Corporate,South,Florida,Melbourne,2014-10-02,2017-12-02,9,4657.924,246.6661,4657.924,repeat
FA-14230,Frank Atkinson,Corporate,West,California,Long Beach,2014-09-19,2017-09-24,7,2984.054,520.5229,2984.054,repeat
FC-14245,Frank Carlisle,Home Office,East,Ohio,Lakewood,2015-06-13,2017-10-21,7,3418.742,1217.1662000000001,3418.742,repeat
FC-14335,Fred Chung,Corporate,Central,Texas,Mesquite,2014-10-10,2017-06-29,7,3889.366,714.2926,3889.366,repeat
FG-14260,Frank Gastineau,Home Office,West,California,San Francisco,2014-05-21,2017-11-26,7,1383.144,394.73969999999997,1383.144,repeat
FH-14275,Frank Hawley,Corporate,Central,Indiana,La Porte,2014-04-06,2017-11-23,10,4256.272,1073.2676,4256.272,repeat
FH-14350,Fred Harton,Consumer,West,Washington,Seattle,2015-08-23,2017-06-01,4,2271.284,706.289,2271.284,repeat
FH-14365,Fred Hopkins,Corporate,East,Pennsylvania,Philadelphia,2014-10-20,2017-12-25,8,6987.196,2050.2826,6987.196,repeat
FM-14215,Filia McAdams,Corporate,East,Ohio,Dublin,2014-03-11,2017-12-23,10,2456.638,249.6808,2456.638,repeat
FM-14290,Frank Merwin,Home Office,West,California,Los Angeles,2014-08-26,2017-11-24,9,3736.198,198.10949999999997,3736.198,repeat
FM-14380,Fred McMath,Consumer,West,Colorado,Aurora,2015-07-12,2017-08-07,9,2523.266,191.4898,2523.266,repeat
FO-14305,Frank Olsen,Consumer,East,New York,New York City,2014-06-09,2017-11-22,10,2678.438,215.59689999999998,2678.438,repeat
FP-14320,Frank Preis,Consumer,West,California,Los Angeles,2014-12-07,2017-12-07,8,4046.746,406.44730000000004,4046.746,repeat
FW-14395,Fred Wasserman,Corporate,South,Alabama,Huntsville,2015-03-22,2017-01-02,3,79.75,23.491300000000003,79.75,repeat
GA-14515,George Ashbrook,Consumer,West,California,San Francisco,2014-05-18,2017-08-03,8,3919.7760000000003,840.899,3919.7760000000003,repeat
GA-14725,Guy Armstrong,Consumer,East,Ohio,Lorain,2014-02-11,2017-12-25,11,1398.382,136.70790000000002,1398.382,repeat
GB-14530,George Bell,Corporate,East,New York,Auburn,2014-04-28,2017-10-29,11,1568.44,7.837100000000003,1568.44,repeat
GB-14575,Giulietta Baptist,Consumer,East,Pennsylvania,Philadelphia,2015-06-12,2017-12-17,5,4716.288,1135.8393,4716.288,repeat
GD-14590,Giulietta Dortch,Corporate,East,Pennsylvania,Philadelphia,2014-05-05,2017-12-25,4,1888.07,230.93729999999996,1888.07,repeat
GG-14650,Greg Guthrie,Corporate,South,Tennessee,Bristol,2014-10-31,2017-11-17,9,2224.0,12.698500000000008,2224.0,repeat
GH-14410,Gary Hansen,Home Office,West,Arizona,Glendale,2014-07-09,2017-10-16,9,2819.4669999999996,-576.8335,2819.4669999999996,repeat
GH-14425,Gary Hwang,Consumer,West,Arizona,Tucson,2014-06-17,2017-11-10,4,4172.8460000000005,1176.4181,4172.8460000000005,repeat
GH-14485,Gene Hale,Corporate,Central,Texas,Richardson,2015-10-08,2016-12-08,2,1361.2440000000001,-95.4498,1361.2440000000001,repeat
GH-14665,Greg Hansen,Consumer,Central,Texas,Round Rock,2015-11-17,2017-12-28,2,146.94080000000002,-5.810200000000001,146.94080000000002,repeat
GK-14620,Grace Kelly,Corporate,West,California,Hesperia,2014-06-25,2017-09-09,9,6497.27,1448.5525,6497.27,repeat
GM-14440,Gary McGarr,Consumer,West,California,San Francisco,2014-03-21,2017-10-08,7,3582.8199999999997,347.266,3582.8199999999997,repeat
GM-14455,Gary Mitchum,Home Office,Central,Texas,Houston,2014-04-11,2017-12-14,6,3078.624,793.2814000000001,3078.624,repeat
GM-14500,Gene McClure,Consumer,East,Rhode Island,Providence,2014-08-09,2017-09-15,10,1255.682,441.3185,1255.682,repeat
GM-14680,Greg Matthias,Consumer,West,Washington,Seattle,2014-05-10,2017-07-31,6,3163.628,35.48649999999999,3163.628,repeat
GM-14695,Greg Maxwell,Corporate,West,California,Los Angeles,2014-04-05,2017-09-04,3,6049.966,188.7235,6049.966,repeat
GP-14740,Guy Phonely,Corporate,East,Pennsylvania,Lancaster,2014-04-06,2015-11-26,2,236.53,31.837600000000002,236.53,repeat
GR-14560,Georgia Rosenberg,Corporate,West,California,San Francisco,2014-11-19,2014-11-21,2,1284.38,359.83320000000003,1284.38,repeat
GT-14635,Grant Thornton,Corporate,South,North Carolina,Burlington,2014-06-06,2017-11-04,3,9351.212,-4108.6589,9351.212,repeat
GT-14710,Greg Tran,Consumer,Central,Texas,Houston,2014-05-23,2017-11-24,11,11820.119999999999,2163.4269,11820.119999999999,repeat
GT-14755,Guy Thornton,Consumer,Central,Texas,Harlingen,2015-02-18,2017-11-26,4,226.436,-6.139200000000002,226.436,repeat
GW-14605,Giulietta Weimer,Consumer,West,Washington,Seattle,2014-03-01,2017-12-02,7,2189.019,-268.54229999999995,2189.019,repeat
GZ-14470,Gary Zandusky,Consumer,Central,Minnesota,Rochester,2014-08-05,2017-12-23,9,4355.150000000001,1087.7539,4355.150000000001,repeat
GZ-14545,George Zrebassa,Corporate,East,Massachusetts,Lawrence,2014-09-28,2017-07-26,4,2454.6220000000003,828.661,2454.6220000000003,repeat
HA-14905,Helen Abelman,Consumer,East,New York,New York City,2014-06-30,2017-10-22,7,2163.3,270.8574,2163.3,repeat
HA-14920,Helen Andreada,Consumer,West,California,Pasadena,2014-10-11,2017-12-10,8,2584.158,99.1445,2584.158,repeat
HD-14785,Harold Dahlen,Home Office,East,Pennsylvania,Philadelphia,2014-05-11,2015-11-22,3,251.36,-135.87599999999998,251.36,repeat
HE-14800,Harold Engle,Corporate,Central,Illinois,Chicago,2016-01-30,2017-12-18,4,883.5319999999999,274.4028,883.5319999999999,repeat
HF-14995,Herbert Flentye,Consumer,Central,Indiana,Indianapolis,2014-05-26,2017-12-09,7,2533.1639999999998,-13.876799999999989,2533.1639999999998,repeat
HG-14845,Harry Greene,Consumer,South,Louisiana,Lake Charles,2014-04-29,2017-11-06,5,785.628,147.0032,785.628,repeat
HG-14965,Henry Goldwyn,Corporate,West,California,Los Angeles,2014-09-20,2017-12-07,12,3247.642,-2797.9635000000003,3247.642,repeat
HG-15025,Hunter Glantz,Consumer,Central,Texas,Amarillo,2014-10-14,2017-12-24,7,3690.284,804.6113,3690.284,repeat
HH-15010,Hilary Holden,Corporate,West,California,San Francisco,2014-08-29,2017-10-19,2,218.668,86.7342,218.668,repeat
HJ-14875,Heather Jas,Home Office,South,Florida,Jacksonville,2015-04-13,2017-08-26,5,358.1,98.6548,358.1,repeat
HK-14890,Heather Kirkland,Corporate,South,Tennessee,Franklin,2014-06-10,2017-08-01,8,4877.784,956.9451,4877.784,repeat
HL-15040,Hunter Lopez,Consumer,Central,Texas,Houston,2014-01-20,2017-11-17,6,12873.297999999999,5622.4292000000005,12873.297999999999,repeat
HM-14860,Harry Marie,Corporate,East,Pennsylvania,Philadelphia,2014-07-21,2017-12-28,10,8236.7648,2437.9836,8236.7648,repeat
HM-14980,Henry MacAllister,Consumer,East,New York,New York City,2015-10-02,2017-04-27,4,736.276,117.2755,736.276,repeat
HP-14815,Harold Pawlan,Home Office,Central,Texas,Fort Worth,2014-05-06,2017-11-30,7,1990.314,373.8637,1990.314,repeat
HR-14770,Hallie Redmond,Home Office,West,California,Los Angeles,2014-03-01,2017-12-17,5,1299.288,185.5794,1299.288,repeat
HR-14830,Harold Ryan,Corporate,West,Washington,Seattle,2014-11-24,2017-07-24,7,5248.787,1196.9504,5248.787,repeat
HW-14935,Helen Wasserman,Corporate,West,California,San Diego,2015-09-27,2017-09-04,8,9300.254,2164.1611,9300.254,repeat
HZ-14950,Henia Zydlo,Consumer,East,Ohio,Columbus,2016-03-14,2017-11-25,5,886.52,-130.3879,886.52,repeat
IG-15085,Ivan Gibson,Consumer,West,California,San Diego,2014-10-18,2017-10-20,4,744.574,320.4982,744.574,repeat
IL-15100,Ivan Liston,Consumer,West,California,San Francisco,2014-08-01,2017-08-10,7,5040.736,1121.937,5040.736,repeat
IM-15055,Ionia McGrath,Consumer,West,California,Roseville,2014-01-23,2016-11-16,3,2872.63,975.7701,2872.63,repeat
IM-15070,Irene Maddox,Consumer,West,Washington,Seattle,2014-12-19,2016-12-05,7,4930.474,514.6527,4930.474,repeat
JA-15970,Joseph Airdo,Consumer,West,Arizona,Phoenix,2014-09-17,2017-09-29,8,6491.026,-819.4217000000001,6491.026,repeat
JB-15400,Jennifer Braxton,Corporate,Central,Illinois,Chicago,2014-09-14,2017-12-23,10,1791.605,156.05319999999998,1791.605,repeat
JB-15925,Joni Blumstein,Consumer,East,Ohio,Dublin,2014-12-05,2015-12-24,3,900.552,-286.9808,900.552,repeat
JB-16000,Joy Bell-,Consumer,Central,Texas,Brownsville,2016-01-10,2017-11-17,7,644.1188,126.76490000000001,644.1188,repeat
JB-16045,Julia Barnett,Home Office,South,Georgia,Columbus,2015-05-03,2017-12-23,5,2518.115,201.51850000000002,2518.115,repeat
JC-15340,Jasper Cacioppo,Consumer,West,California,Los Angeles,2014-01-28,2017-09-07,4,71.263,-0.35560000000000036,71.263,repeat
JC-15385,Jenna Caffey,Consumer,West,Washington,Kent,2017-07-08,2017-07-08,1,1058.108,502.92440000000005,1058.108,new
JC-15775,John Castell,Consumer,Central,Texas,San Antonio,2014-09-14,2017-07-25,9,2772.055,279.56919999999997,2772.055,repeat
JC-16105,Julie Creighton,Corporate,South,North Carolina,Durham,2014-11-18,2017-11-03,5,858.576,201.5952,858.576,repeat
JD-15790,John Dryer,Consumer,Central,Texas,Coppell,2015-04-02,2017-09-04,5,2152.352,-266.55249999999995,2152.352,repeat
JD-15895,Jonathan Doherty,Corporate,East,Pennsylvania,Philadelphia,2014-03-26,2016-12-01,11,7610.8640000000005,1050.2667999999999,7610.8640000000005,repeat
JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,2014-10-04,2017-09-09,6,385.43,26.7605,385.43,repeat
JD-16060,Julia Dunbar,Consumer,West,California,San Francisco,2014-09-24,2017-03-05,3,695.442,111.11410000000001,695.442,repeat
JD-16150,Justin Deggeller,Corporate,Central,Minnesota,Minneapolis,2014-11-16,2017-11-19,8,8828.0305,1619.5199,8828.0305,repeat
JE-15475,Jeremy Ellison,Consumer,East,New York,Troy,2015-03-16,2017-06-20,6,1388.682,276.2197,1388.682,repeat
JE-15610,Jim Epp,Corporate,Central,Wisconsin,Milwaukee,2014-10-14,2017-11-12,7,7754.976,1623.4019,7754.976,repeat
JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,2014-08-25,2017-11-14,10,8697.842999999999,1262.2926,8697.842999999999,repeat
JE-15745,Joel Eaton,Consumer,South,Tennessee,Memphis,2014-06-22,2017-11-09,13,6760.8150000000005,221.79670000000002,6760.8150000000005,repeat
JE-16165,Justin Ellison,Corporate,Central,Wisconsin,Franklin,2016-12-05,2017-12-10,3,2697.248,789.6476,2697.248,repeat
JF-15190,Jamie Frazer,Consumer,West,California,Los Angeles,2014-11-15,2017-10-26,7,2279.5860000000002,575.1259,2279.5860000000002,repeat
JF-15295,Jason Fortune-,Consumer,West,Washington,Seattle,2014-03-14,2017-05-19,5,955.124,97.28899999999999,955.124,repeat
JF-15355,Jay Fein,Consumer,Central,Texas,Austin,2015-10-23,2017-09-16,6,1911.844,330.199,1911.844,repeat
JF-15415,Jennifer Ferguson,Consumer,East,New York,New York City,2014-06-17,2017-12-28,6,2371.448,635.6376,2371.448,repeat
JF-15490,Jeremy Farry,Consumer,West,Washington,Seattle,2014-10-19,2017-08-31,11,1082.918,-18.06730000000001,1082.918,repeat
JF-15565,Jill Fjeld,Consumer,Central,Texas,Dallas,2014-10-11,2017-11-06,8,4198.332,1073.2088,4198.332,repeat
JG-15115,Jack Garza,Consumer,West,Washington,Des Moines,2014-09-21,2015-12-03,3,2358.676,684.1911,2358.676,repeat
JG-15160,James Galang,Consumer,West,California,Los Angeles,2014-05-30,2017-12-29,11,6366.392,1415.6664,6366.392,repeat
JG-15310,Jason Gross,Corporate,East,Rhode Island,Providence,2016-03-03,2017-12-28,6,2240.58,3.7976000000000063,2240.58,repeat
JG-15805,John Grady,Corporate,East,New York,New York City,2014-04-05,2017-05-21,6,1507.018,206.1019,1507.018,repeat
JH-15430,Jennifer Halladay,Consumer,South,North Carolina,Burlington,2014-02-24,2017-12-25,4,309.281,-24.077100000000005,309.281,repeat
JH-15820,John Huston,Consumer,East,Ohio,Kent,2014-05-19,2017-07-09,6,528.91,26.082199999999997,528.91,repeat
JH-15910,Jonathan Howell,Consumer,West,California,Los Angeles,2015-06-12,2017-11-19,7,959.477,-13.554499999999996,959.477,repeat
JH-15985,Joseph Holt,Consumer,Central,Michigan,Saginaw,2014-08-09,2017-12-01,6,7954.9980000000005,-644.6982,7954.9980000000005,repeat
JH-16180,Justin Hirsh,Consumer,West,Colorado,Pueblo,2015-05-25,2016-11-21,4,2256.3940000000002,-96.95300000000002,2256.3940000000002,repeat
JJ-15445,Jennifer Jackson,Consumer,West,California,Los Angeles,2015-03-05,2016-09-03,5,709.178,200.5558,709.178,repeat
JJ-15760,Joel Jenkins,Home Office,South,Virginia,Springfield,2015-10-05,2015-12-08,2,195.0,34.449200000000005,195.0,repeat
JK-15205,Jamie Kunitz,Consumer,West,California,San Francisco,2014-07-11,2017-10-30,5,4427.142,1219.983,4427.142,repeat
JK-15325,Jason Klamczynski,Corporate,Central,Texas,Dallas,2014-11-21,2017-03-18,3,383.812,55.32769999999999,383.812,repeat
JK-15370,Jay Kimmel,Consumer,West,California,Long Beach,2014-04-11,2017-11-16,8,2709.632,330.2838,2709.632,repeat
JK-15625,Jim Karlsson,Consumer,West,Washington,Seattle,2014-05-31,2017-10-30,7,3760.028,750.9485,3760.028,repeat
JK-15640,Jim Kriz,Home Office,East,New York,New York City,2014-09-19,2017-07-03,9,4760.434,1172.5303,4760.434,repeat
JK-15730,Joe Kamberova,Consumer,South,North Carolina,Asheville,2014-11-18,2017-10-07,10,4867.2,55.0483,4867.2,repeat
JK-16090,Juliana Krohn,Consumer,Central,Nebraska,Omaha,2015-04-21,2017-12-02,3,3747.668,586.6625,3747.668,repeat
JK-16120,Julie Kriz,Home Office,Central,Illinois,Aurora,2014-11-02,2017-09-04,10,2932.484,122.6566,2932.484,repeat
JL-15130,Jack Lebron,Consumer,Central,Texas,Houston,2014-07-18,2017-12-22,6,1214.956,-207.79559999999998,1214.956,repeat
JL-15175,James Lanier,Home Office,South,Tennessee,Columbia,2014-12-31,2017-12-24,5,1571.523,209.2817,1571.523,repeat
JL-15235,Janet Lee,Consumer,Central,Illinois,Chicago,2014-05-25,2017-09-02,5,2203.7,54.51740000000002,2203.7,repeat
JL-15505,Jeremy Lonsdale,Consumer,East,New York,New York City,2014-11-14,2017-11-11,6,3173.874,591.7163,3173.874,repeat
JL-15835,John Lee,Consumer,West,California,Mission Viejo,2014-04-18,2017-12-09,11,9799.923,228.907,9799.923,repeat
JL-15850,John Lucas,Consumer,East,Pennsylvania,Philadelphia,2014-07-22,2016-04-25,6,2725.256,779.9046,2725.256,repeat
JM-15250,Janet Martin,Consumer,South,North Carolina,Charlotte,2016-03-29,2017-11-23,6,3159.1220000000003,19.82350000000004,3159.1220000000003,repeat
JM-15265,Janet Molinari,Corporate,East,New York,New York City,2014-08-25,2017-11-23,5,1804.146,502.6143,1804.146,repeat
JM-15535,Jessica Myrick,Consumer,East,Pennsylvania,Philadelphia,2014-09-13,2017-09-19,7,1733.443,356.5395,1733.443,repeat
JM-15580,Jill Matthias,Consumer,South,North Carolina,Monroe,2016-04-14,2017-12-30,5,303.948,113.1204,303.948,repeat
JM-15655,Jim Mitchum,Corporate,East,New Jersey,Bridgeton,2014-04-08,2017-12-22,5,864.947,117.20400000000001,864.947,repeat
JM-15865,John Murray,Consumer,East,New York,Jamestown,2014-11-19,2017-09-12,7,7625.076000000001,1574.6163999999999,7625.076000000001,repeat
JM-16195,Justin MacKendrick,Consumer,West,California,Los Angeles,2014-04-30,2017-11-03,10,2833.9260000000004,754.1144,2833.9260000000004,repeat
JO-15145,Jack O'Briant,Corporate,East,Pennsylvania,Philadelphia,2014-01-06,2017-11-03,9,3254.949,581.4045,3254.949,repeat
JO-15280,Jas O'Carroll,Consumer,West,California,Los Angeles,2014-03-31,2017-09-29,6,1934.272,202.13619999999997,1934.272,repeat
JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,2015-03-19,2017-05-29,5,1090.838,167.6709,1090.838,repeat
JP-15460,Jennifer Patt,Corporate,East,New York,Oceanside,2014-08-24,2017-11-23,7,1669.135,429.7465,1669.135,repeat
JP-15520,Jeremy Pistek,Consumer,West,California,San Francisco,2014-08-22,2017-12-22,7,3635.594,757.1802,3635.594,repeat
JP-16135,Julie Prescott,Home Office,South,Georgia,Columbus,2014-09-23,2017-09-19,9,1707.71,309.7116,1707.71,repeat
